GENENAME;TYPE;PMID;OMIMGENE;ORIGINALENTRY;OMIMDISEASE
SPATA7;Leber congenital amaurosis 3;17357067;609868;Leber congenital amaurosis 3, 604232 (3);604232
SPATA7;Retinitis pigmentosa, juvenile, autosomal recessive;17357067;609868;Retinitis pigmentosa, juvenile, autosomal recessive, 604232 (3);604232
SPECC1L;Opitz GBBB syndrome, type II;17357067;614140;Opitz GBBB syndrome, type II, 145410 (3);145410
SPEG;Centronuclear myopathy 5;17357067;615950;Centronuclear myopathy 5, 615959 (3);615959
SPEN;Megakaryoblastic leukemia, acute;17357067;606077;Megakaryoblastic leukemia, acute (2);0
SPG11;Spastic paraplegia 11, autosomal recessive;17357067;610844;Spastic paraplegia 11, autosomal recessive, 604360 (3);604360
SPG20;Troyer syndrome;17357067;607111;Troyer syndrome, 275900 (3);275900
SPG21;Mast syndrome;17357067;608181;Mast syndrome, 248900 (3);248900
SPG7;Spastic paraplegia 7, autosomal recessive;17357067;602783;Spastic paraplegia 7, autosomal recessive, 607259 (3);607259
SPINK1;Fibrocalculous pancreatic diabetes, susceptibility to;17357067;167790;{Fibrocalculous pancreatic diabetes, susceptibility to}, 608189 (3);608189
SPINK1;Pancreatitis, hereditary;17357067;167790;Pancreatitis, hereditary, 167800 (3);167800
SPINK1;Tropical calcific pancreatitis;17357067;167790;Tropical calcific pancreatitis, 608189 (3);608189
SPINK5;Atopy;17357067;605010;Atopy, 147050 (3);147050
SPINK5;Netherton syndrome;17357067;605010;Netherton syndrome, 256500 (3);256500
SPINT2;Diarrhea 3, secretory sodium, congenital, syndromic;17357067;605124;Diarrhea 3, secretory sodium, congenital, syndromic, 270420 (3);270420
SPN;Mental retardation, autosomal dominant 24;17357067;602635;Mental retardation, autosomal dominant 24, 615828 (3);615828
SPR;Dystonia, dopa-responsive, due to sepiapterin reductase deficiency;17357067;182125;Dystonia, dopa-responsive, due to sepiapterin reductase deficiency, 612716 (3);612716
SPRED1;Legius syndrome;17357067;609291;Legius syndrome, 611431 (3);611431
SPRTN;Ruijs-Aalfs syndrome;17357067;616086;Ruijs-Aalfs syndrome, 616200 (3);616200
SPRY4;Hypogonadotropic hypogonadism 17 with or without anosmia;17357067;607984;Hypogonadotropic hypogonadism 17 with or without anosmia, 615266 (3);615266
SPTA1;Elliptocytosis-2;17357067;182860;Elliptocytosis-2, 130600 (3);130600
SPTA1;Pyropoikilocytosis;17357067;182860;Pyropoikilocytosis, 266140 (3);266140
SPTA1;Spherocytosis, type 3;17357067;182860;Spherocytosis, type 3, 270970 (3);270970
SPTAN1;Epileptic encephalopathy, early infantile, 5;17357067;182810;Epileptic encephalopathy, early infantile, 5, 613477 (3);613477
SPTB;Anemia, neonatal hemolytic, fatal and near-fatal;17357067;182870;Anemia, neonatal hemolytic, fatal and near-fatal (3);0
SPTB;Elliptocytosis-3;17357067;182870;Elliptocytosis-3 (3);0
SPTB;Spherocytosis, type 2;17357067;182870;Spherocytosis, type 2 (3);0
SPTBN2;Spinocerebellar ataxia 5;17357067;604985;Spinocerebellar ataxia 5, 600224 (3);600224
SPTBN2;Spinocerebellar ataxia, autosomal recessive 14;17357067;604985;Spinocerebellar ataxia, autosomal recessive 14, 615386 (3);615386
SPTLC1;Neuropathy, hereditary sensory and autonomic, type IA;17357067;605712;Neuropathy, hereditary sensory and autonomic, type IA, 162400 (3);162400
SPTLC2;Neuropathy, hereditary sensory and autonomic, type IC;17357067;605713;Neuropathy, hereditary sensory and autonomic, type IC, 613640 (3);613640
SQSTM1;Frontotemporal dementia and/or amyotrophic lateral sclerosis 3;17357067;601530;Frontotemporal dementia and/or amyotrophic lateral sclerosis 3, 616437 (3);616437
SQSTM1;Paget disease of bone 3;17357067;601530;Paget disease of bone 3, 167250 (3);167250
SRA1;Acampomelic campomelic dysplasia;17357067;608160;Acampomelic campomelic dysplasia, 114290 (3);114290
SRA1;Barrett esophagus/esophageal adenocarcinoma;17357067;153622;Barrett esophagus/esophageal adenocarcinoma, 614266 (3);614266
SRA1;Campomelic dysplasia;17357067;608160;Campomelic dysplasia, 114290 (3);114290
SRA1;Campomelic dysplasia with autosomal sex reversal;17357067;608160;Campomelic dysplasia with autosomal sex reversal, 114290 (3);114290
SRA1;Prostate cancer, hereditary;17357067;153622;Prostate cancer, hereditary, 176807 (3);176807
SRC;Colon cancer, advanced, somatic;17357067;190090;Colon cancer, advanced, somatic (3);0
SRCAP;Floating-Harbor syndrome;17357067;611421;Floating-Harbor syndrome, 136140 (3);136140
SRD5A2;Pseudovaginal perineoscrotal hypospadias;17357067;607306;Pseudovaginal perineoscrotal hypospadias, 264600 (3);264600
SRD5A3;Congenital disorder of glycosylation, type Iq;17357067;611715;Congenital disorder of glycosylation, type Iq, 612379 (3);612379
SRD5A3;Kahrizi syndrome;17357067;611715;Kahrizi syndrome, 612713 (3);612713
SRP72;Bone marrow failure syndrome 1;17357067;602122;Bone marrow failure syndrome 1, 614675 (3);614675
SRSF11;Exudative vitreoretinopathy 5;17357067;613138;Exudative vitreoretinopathy 5, 613310 (3);613310
SRY;46XX sex reversal 1;17357067;480000;46XX sex reversal 1, 400045 (3);400045
SRY;46XY sex reversal 1;17357067;480000;46XY sex reversal 1, 400044 (3);400044
SS18;Sarcoma, synovial;17357067;600192;Sarcoma, synovial (1);0
SSTR5;Somatostatin analog, resistance to;17357067;182455;Somatostatin analog, resistance to (3);0
ST14;Ichthyosis, congenital, autosomal recessive 11;17357067;606797;Ichthyosis, congenital, autosomal recessive 11, 602400 (3);602400
ST3GAL2;Epileptic encephalopathy, early infantile, 15;17357067;606494;Epileptic encephalopathy, early infantile, 15, 615006 (3);615006
ST3GAL2;Mental retardation, autosomal recessive 12;17357067;606494;Mental retardation, autosomal recessive 12, 611090 (3);611090
ST3GAL3;Epileptic encephalopathy, early infantile, 15;17357067;606494;Epileptic encephalopathy, early infantile, 15, 615006 (3);615006
ST3GAL3;Mental retardation, autosomal recessive 12;17357067;606494;Mental retardation, autosomal recessive 12, 611090 (3);611090
ST3GAL5;Amish infantile epilepsy syndrome;17357067;604402;Amish infantile epilepsy syndrome, 609056 (3);609056
STAC3;Native American myopathy;17357067;615521;Native American myopathy, 255995 (3);255995
STAMBP;Microcephaly-capillary malformation syndrome;17357067;606247;Microcephaly-capillary malformation syndrome, 614261 (3);614261
STAR;Lipoid adrenal hyperplasia;17357067;600617;Lipoid adrenal hyperplasia, 201710 (3);201710
STAR;STAR syndrome;17357067;300708;STAR syndrome, 300707 (3);300707
STAT1;Immunodeficiency 31A, mycobacteriosis, autosomal dominant;17357067;600555;Immunodeficiency 31A, mycobacteriosis, autosomal dominant, 614892 (3);614892
STAT1;Immunodeficiency 31B, mycobacterial and viral infections, autosomal recessive;17357067;600555;Immunodeficiency 31B, mycobacterial and viral infections, autosomal recessive, 613796 (3);613796
STAT1;Immunodeficiency 31C, autosomal dominant;17357067;600555;Immunodeficiency 31C, autosomal dominant, 614162 (3);614162
STAT3;Autoimmune disease, multisystem, infantile-onset;17357067;102582;Autoimmune disease, multisystem, infantile-onset, 615952 (3);615952
STAT3;Hyper-IgE recurrent infection syndrome;17357067;102582;Hyper-IgE recurrent infection syndrome, 147060 (3);147060
STAT4;Systemic lupus erythematosus, susceptibility to, 11;17357067;600558;{Systemic lupus erythematosus, susceptibility to, 11}, 612253 (3);612253
STAT5B;Growth hormone insensitivity with immunodeficiency;17357067;604260;Growth hormone insensitivity with immunodeficiency, 245590 (3);245590
STAT5B;Leukemia, acute promyelocytic, STAT5B/RARA type;17357067;604260;Leukemia, acute promyelocytic, STAT5B/RARA type (3);0
STIL;Microcephaly 7, primary, autosomal recessive;17357067;181590;Microcephaly 7, primary, autosomal recessive, 612703 (3);612703
STIM1;Immunodeficiency 10;17357067;605921;Immunodeficiency 10, 612783 (3);612783
STIM1;Myopathy, tubular aggregate, 1;17357067;605921;Myopathy, tubular aggregate, 1 160565 (3);160565
STIM1;Stormorken syndrome;17357067;605921;Stormorken syndrome, 185070 (3);185070
STK11;Melanoma, malignant, somatic;17357067;602216;Melanoma, malignant, somatic (3);0
STK11;Pancreatic cancer;17357067;602216;Pancreatic cancer, 260350 (3);260350
STK11;Peutz-Jeghers syndrome;17357067;602216;Peutz-Jeghers syndrome, 175200 (3);175200
STK11;Testicular tumor, somatic;17357067;602216;Testicular tumor, somatic, 273300 (3);273300
STK4;T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations;17357067;604965;T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations, 614868 (3);614868
STOX1;Preeclampsia/eclampsia 4;17357067;609397;Preeclampsia/eclampsia 4, 609404 (3);609404
STRA6;Microphthalmia, isolated, with coloboma 8;17357067;610745;Microphthalmia, isolated, with coloboma 8, 601186 (3);601186
STRA6;Microphthalmia, syndromic 9;17357067;610745;Microphthalmia, syndromic 9, 601186 (3);601186
STRADA;Polyhydramnios, megalencephaly, and symptomatic epilepsy;17357067;608626;Polyhydramnios, megalencephaly, and symptomatic epilepsy, 611087 (3);611087
STRC;Deafness, autosomal recessive 16;17357067;606440;Deafness, autosomal recessive 16, 603720 (3);603720
STS;Ichthyosis, X-linked;17357067;300747;Ichthyosis, X-linked, 308100 (3);308100
STUB1;Spinocerebellar ataxia, autosomal recessive 16;17357067;607207;Spinocerebellar ataxia, autosomal recessive 16, 615768 (3);615768
STX11;Hemophagocytic lymphohistiocytosis, familial, 4;17357067;605014;Hemophagocytic lymphohistiocytosis, familial, 4, 603552 (3);603552
STX16;Pseudohypoparathyroidism, type IB;17357067;603666;Pseudohypoparathyroidism, type IB, 603233 (3);603233
STX1B;Generalized epilepsy with febrile seizures plus, type 9;17357067;601485;Generalized epilepsy with febrile seizures plus, type 9, 616172 (3);616172
STXBP1;Epileptic encephalopathy, early infantile, 4;17357067;602926;Epileptic encephalopathy, early infantile, 4, 612164 (3);612164
STXBP2;Hemophagocytic lymphohistiocytosis, familial, 5;17357067;601717;Hemophagocytic lymphohistiocytosis, familial, 5, 613101 (3);613101
SUCLA2;Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria);17357067;603921;Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria), 612073 (3);612073
SUCLG1;Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria);17357067;611224;Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria), 245400 (3);245400
SUFU;Basal cell nevus syndrome;17357067;607035;Basal cell nevus syndrome, 109400 (3);109400
SUFU;Medulloblastoma, desmoplastic;17357067;607035;Medulloblastoma, desmoplastic, 155255 (3);155255
SUFU;Meningioma, familial, susceptibility to;17357067;607035;{Meningioma, familial, susceptibility to}, 607174 (3);607174
SUGCT;Glutaric aciduria III;17357067;609187;Glutaric aciduria III, 231690 (3);231690
SUMF1;Multiple sulfatase deficiency;17357067;607939;Multiple sulfatase deficiency, 272200 (3);272200
SUMO1;Orofacial cleft 10;17357067;601912;Orofacial cleft 10, 613705 (3);613705
SUMO4;Diabetes mellitus, insulin-dependent, 5;17357067;608829;{Diabetes mellitus, insulin-dependent, 5}, 600320 (3);600320
SUOX;Sulfite oxidase deficiency;17357067;606887;Sulfite oxidase deficiency, 272300 (3);272300
SURF1;Leigh syndrome, due to COX deficiency;17357067;185620;Leigh syndrome, due to COX deficiency, 256000 (3);256000
SYCP3;Pregnancy loss, susceptibility to;17357067;604759;{Pregnancy loss, susceptibility to} (3);0
SYCP3;Spermatogenic failure 4;17357067;604759;Spermatogenic failure 4, 270960 (3);270960
SYN1;Epilepsy, X-linked, with variable learning disabilities and behavior disorders;17357067;313440;Epilepsy, X-linked, with variable learning disabilities and behavior disorders, 300491 (3);300491
SYN2;Schizophrenia, susceptibility to;17357067;600755;{Schizophrenia, susceptibility to}, 181500 (3);181500
SYNE1;Emery-Dreifuss muscular dystrophy 4, autosomal dominant;17357067;608441;Emery-Dreifuss muscular dystrophy 4, autosomal dominant, 612998 (3);612998
SYNE1;Spinocerebellar ataxia, autosomal recessive 8;17357067;608441;Spinocerebellar ataxia, autosomal recessive 8, 610743 (3);610743
SYNE2;Emery-Dreifuss muscular dystrophy 5, autosomal dominant;17357067;608442;Emery-Dreifuss muscular dystrophy 5, autosomal dominant, 612999 (3);612999
SYNE4;Deafness, autosomal recessive 76;17357067;615535;Deafness, autosomal recessive 76, 615540 (3);615540
SYNGAP1;Mental retardation, autosomal dominant 5;17357067;603384;Mental retardation, autosomal dominant 5, 612621 (3);612621
SYNJ1;Parkinson disease 20, early-onset;17357067;604297;Parkinson disease 20, early-onset, 615530 (3);615530
SYP;Mental retardation, X-linked 96;17357067;313475;Mental retardation, X-linked 96, 300802 (3);300802
SYT14;Spinocerebellar ataxia, autosomal recessive 11;17357067;610949;Spinocerebellar ataxia, autosomal recessive 11, 614229 (3);614229
SYT2;Myasthenic syndrome, congenital, 7, presynaptic;17357067;600104;Myasthenic syndrome, congenital, 7, presynaptic, 616040 (3);616040
SZT2;Epileptic encephalopathy, early infantile, 18;17357067;615463;Epileptic encephalopathy, early infantile, 18, 615476 (3);615476
T;Neural tube defects, susceptibility to;17357067;601397;{Neural tube defects, susceptibility to}, 182940 (3);182940
T;Sacral agenesis with vertebral anomalies;17357067;601397;Sacral agenesis with vertebral anomalies, 615709 (3);615709
TAB2;Congenital heart defects, nonsyndromic, 2;17357067;605101;Congenital heart defects, nonsyndromic, 2, 614980 (3);614980
TAC3;Hypogonadotropic hypogonadism 10 with or without anosmia;17357067;162330;Hypogonadotropic hypogonadism 10 with or without anosmia, 614839 (3);614839
TACO1;Mitochondrial complex IV deficiency;17357067;612958;Mitochondrial complex IV deficiency, 220110 (3);220110
TACR3;Hypogonadotropic hypogonadism 11 with or without anosmia;17357067;162332;Hypogonadotropic hypogonadism 11 with or without anosmia, 614840 (3);614840
TACSTD2;Corneal dystrophy, gelatinous drop-like;17357067;137290;Corneal dystrophy, gelatinous drop-like, 204870 (3);204870
TAF1;Dystonia-Parkinsonism, X-linked;17357067;313650;Dystonia-Parkinsonism, X-linked, 314250 (3);314250
TAF15;Chondrosarcoma, extraskeletal myxoid;17357067;601574;Chondrosarcoma, extraskeletal myxoid, 612237 (1);612237
TAF2;Mental retardation, autosomal recessive 40;17357067;604912;Mental retardation, autosomal recessive 40, 615599 (3);615599
TAGAP;Diabetes mellitus, insulin-dependent, 21;17357067;612521;{Diabetes mellitus, insulin-dependent, 21} (2);0
TAL1;Leukemia-1, T-cell acute lymphocytic;17357067;187040;Leukemia-1, T-cell acute lymphocytic (3);0
TAL2;Leukemia-2, T-cell acute lymphoblastic;17357067;186855;Leukemia-2, T-cell acute lymphoblastic (3);0
TALDO1;Transaldolase deficiency;17357067;602063;Transaldolase deficiency, 606003 (3);606003
TAP1;Bare lymphocyte syndrome, type I;17357067;170260;Bare lymphocyte syndrome, type I, 604571 (3);604571
TAP2;Bare lymphocyte syndrome, type I, due to TAP2 deficiency;17357067;170261;Bare lymphocyte syndrome, type I, due to TAP2 deficiency, 604571 (3);604571
TAP2;Wegener-like granulomatosis;17357067;170261;Wegener-like granulomatosis (3);0
TAPBP;Bare lymphocyte syndrome, type I;17357067;601962;Bare lymphocyte syndrome, type I, 604571 (3);604571
TARDBP;Amyotrophic lateral sclerosis 10, with or without FTD;17357067;605078;Amyotrophic lateral sclerosis 10, with or without FTD, 612069 (3);612069
TARDBP;Frontotemporal lobar degeneration, TARDBP-related;17357067;605078;Frontotemporal lobar degeneration, TARDBP-related, 612069 (3);612069
TAS2R16;Alcohol dependence;17357067;604867;{Alcohol dependence}, 103780 (3);103780
TAS2R38;Phenylthiocarbamide tasting;17357067;607751;[Phenylthiocarbamide tasting], 171200 (3);171200
TAT;Tyrosinemia, type II;17357067;613018;Tyrosinemia, type II, 276600 (3);276600
TAZ;Barth syndrome;17357067;300394;Barth syndrome, 302060 (3);302060
TBC1D20;Warburg micro syndrome 4;17357067;611663;Warburg micro syndrome 4, 615663 (3);615663
TBC1D24;DOOR syndrome;17357067;613577;DOOR syndrome, 220500 (3);220500
TBC1D24;Deafness , autosomal recessive 86;17357067;613577;Deafness , autosomal recessive 86, 614617 (3);614617
TBC1D24;Deafness, autosomal dominant 65;17357067;613577;Deafness, autosomal dominant 65, 616044 (3);616044
TBC1D24;Epileptic encephalopathy, early infantile, 16;17357067;613577;Epileptic encephalopathy, early infantile, 16, 615338 (3);615338
TBC1D24;Myoclonic epilepsy, infantile, familial;17357067;613577;Myoclonic epilepsy, infantile, familial, 605021 (3);605021
TBC1D4;Diabetes mellitus, noninsulin-dependent, 5;17357067;612465;{Diabetes mellitus, noninsulin-dependent, 5}, 616087 (3);616087
TBC1D7;Macrocephaly/megalencephaly syndrome, autosomal recessive;17357067;612655;Macrocephaly/megalencephaly syndrome, autosomal recessive, 248000 (3);248000
TBCE;Hypoparathyroidism-retardation-dysmorphism syndrome;17357067;604934;Hypoparathyroidism-retardation-dysmorphism syndrome, 241410 (3);241410
TBCE;Kenny-Caffey syndrome-1;17357067;604934;Kenny-Caffey syndrome-1, 244460 (3);244460
TBK1;Frontotemporal dementia and/or amyotrophic lateral sclerosis 4;17357067;604834;Frontotemporal dementia and/or amyotrophic lateral sclerosis 4, 616439 (3);616439
TBP;Parkinson disease, susceptibility to;17357067;600075;{Parkinson disease, susceptibility to}, 168600 (3);168600
TBP;Spinocerebellar ataxia 17;17357067;600075;Spinocerebellar ataxia 17, 607136 (3);607136
TBX1;Conotruncal anomaly face syndrome;17357067;602054;Conotruncal anomaly face syndrome, 217095 (3);217095
TBX1;DiGeorge syndrome;17357067;602054;DiGeorge syndrome, 188400 (3);188400
TBX1;Tetralogy of Fallot;17357067;602054;Tetralogy of Fallot, 187500 (3);187500
TBX1;Velocardiofacial syndrome;17357067;602054;Velocardiofacial syndrome, 192430 (3);192430
